Postnummer;Poststed;Kommunenummer
4077;HUNDVÅG;1103
4078;STAVANGER;1103
4079;STAVANGER;1103
4080;Austre Åmøy;1103
4081;STAVANGER;1103
4082;STAVANGER;1103
4083;HUNDVÅG;1103
4084;STAVANGER;1103
4085;HUNDVÅG;1103
4086;HUNDVÅG;1103
4087;STAVANGER;1103
4088;STAVANGER;1103
4089;HAFRSFJORD;1103
4090;HAFRSFJORD;1103
4091;HAFRSFJORD;1103
4092;STAVANGER;1103
4093;STAVANGER;1103
4094;STAVANGER;1103
4095;STAVANGER;1103
4096;RANDABERG;1127
4097;SOLA;1124
4098;TANANGER;1124
4099;STAVANGER;1103
4100;JØRPELAND;1130
4102;IDSE;1130
4110;FORSAND;1129
4119;FORSAND;1129
4120;TAU;1130
4123;SØR-HIDLE;1130
4124;TAU;1130
4126;JØRPELAND;1130
4127;LYSEBOTN;1129
4128;FLØYRLI;1129
4129;SONGESAND;1129
4130;HJELMELAND;1133
4134;JØSENFJORDEN;1133
4137;ÅRDAL I RYFYLKE;1133
4139;FISTER;1133
4140;Erfjord;1134
4146;SKIFTUN;1133
4148;HJELMELAND;1133
4150;RENNESØY;1142
4152;VESTRE ÅMØY;1142
4153;BRIMSE;1142
4154;AUSTRE ÅMØY;1103
4156;MOSTERØY;1142
4158;BRU;1142
4159;RENNESØY;1142
4160;FINNØY;1141
4161;FINNØY;1141
4163;TALGJE;1141
4164;FOGN;1141
4167;HELGØY I RYFYLKE;1133
4168;BYRE;1141
4169;SØRBOKN;1141
4170;SJERNARØY;1141
4173;NORD-HIDLE;1141
4174;SJERNARØY;1141
4180;KVITSØY;1144
4182;SKARTVEIT;1141
4187;OMBO;1141
4190;Jelsa;1134
4198;FOLDØY;1134
4200;SAUDA;1135
4201;SAUDA;1135
4208;SAUDASJØEN;1135
4209;VANVIK;1134
4230;SAND;1134
4233;ERFJORD;1134
4234;JELSA;1134
4235;HEBNES;1134
4237;SULDALSOSEN;1134
4239;SAND;1134
4240;SULDALSOSEN;1134
4244;NESFLATEN;1134
4250;KOPERVIK;1149
4260;TORVASTAD;1149
4262;AVALDSNES;1149
4264;KVALAVÅG;1149
4265;HÅVIK;1149
4270;ÅKREHAMN;1149
4271;Åkrehamn;1149
4272;SANDVE;1149
4274;STOL;1149
4275;SÆVELANDSVIK;1149
4276;VEAVÅGEN;1149
4280;SKUDENESHAVN;1149
4291;KOPERVIK;1149
4294;KOPERVIK;1149
4295;VEAVÅGEN;1149
4296;ÅKREHAMN;1149
4297;SKUDENESHAVN;1149
4298;TORVASTAD;1149
4299;AVALDSNES;1149
4300;Sandnes;1102
4301;SANDNES;1102
4302;SANDNES;1102
4303;SANDNES;1102
4304;SANDNES;1102
4305;SANDNES;1102
4306;SANDNES;1102
4307;SANDNES;1102
4308;SANDNES;1102
4309;SANDNES;1102
4310;HOMMERSÅK;1102
4311;HOMMERSÅK;1102
4312;SANDNES;1102
4313;SANDNES;1102
4314;SANDNES;1102
4315;SANDNES;1102
4316;SANDNES;1102
4317;SANDNES;1102
4318;SANDNES;1102
4319;SANDNES;1102
4321;SANDNES;1102
4322;SANDNES;1102
4323;SANDNES;1102
4324;SANDNES;1102
4325;SANDNES;1102
4326;SANDNES;1102
4327;SANDNES;1102
4328;SANDNES;1102
4329;SANDNES;1102
4330;ÅLGÅRD;1122
4332;FIGGJO;1102
4333;OLTEDAL;1122
4335;DIRDAL;1122
4339;ÅLGÅRD;1122
4340;BRYNE;1121
4341;BRYNE;1120
4342;UNDHEIM;1121
4343;ORRE;1120
4344;BRYNE;1121
4345;BRYNE;1121
4346;BRYNE;1121
4347;LYE;1121
4348;LYE;1121
4349;BRYNE;1121
4352;KLEPPE;1120
4353;KLEPP STASJON;1120
4354;VOLL;1120
4355;KVERNALAND;1121
4356;KVERNALAND;1121
4357;KLEPP STASJON;1120
4358;KLEPPE;1120
4360;VARHAUG;1119
4362;VIGRESTAD;1119
4363;BRUSAND;1119
4364;SIREVÅG;1119
4365;NÆRBØ;1119
4367;NÆRBØ;1119
4368;VARHAUG;1119
4369;VIGRESTAD;1119
4370;EGERSUND;1101
4371;EGERSUND;1101
4372;EGERSUND;1101
4373;EGERSUND;1101
4374;EGERSUND;1101
4375;HELLVIK;1101
4376;HELLELAND;1101
4378;EGERSUND;1101
4379;EGERSUND;1101
4380;HAUGE I DALANE;1111
4381;HAUGE I DALANE;1111
4387;BJERKREIM;1114
4389;VIKESÅ;1114
4391;SANDNES;1102
4392;SANDNES;1102
4393;SANDNES;1102
4394;SANDNES;1102
4395;HOMMERSÅK;1102
4396;SANDNES;1102
4397;SANDNES;1102
4398;SANDNES;1102
4400;FLEKKEFJORD;1004
4401;FLEKKEFJORD;1004
4402;FLEKKEFJORD;1004
4403;FLEKKEFJORD;1004
4420;ÅNA-SIRA;1004
4432;HIDRASUND;1004
4434;ANDABELØY;1004
4436;GYLAND;1004
4438;SIRA;1004
4440;TONSTAD;1046
4441;TONSTAD;1046
4443;TJØRHOM;1046
4460;MOI;1112
4462;HOVSHERAD;1112
4463;UALAND;1112
4465;MOI;1112
4473;KVINLOG;1037
4480;KVINESDAL;1037
4484;ØYESTRANDA;1037
4485;FEDA;1037
4490;KVINESDAL;1037
4491;KVINESDAL;1037
4492;KVINESDAL;1037
4500;Mandal;1002
4501;MANDAL;1002
4502;MANDAL;1002
4503;MANDAL;1002
4504;MANDAL;1002
4505;MANDAL;1002
4506;MANDAL;1002
4507;MANDAL;1002
4508;MANDAL;1002
4509;MANDAL;1002
4510;Spangereid;1029
4513;MANDAL;1002
4514;MANDAL;1002
4515;MANDAL;1002
4516;MANDAL;1002
4517;MANDAL;1002
4519;HOLUM;1002
4520;LINDESNES;1029
4521;LINDESNES;1029
4522;LINDESNES;1029
4523;LINDESNES;1029
4524;LINDESNES;1029
4525;KONSMO;1027
4528;KOLLUNGTVEIT;1027
4529;BYREMO;1027
4532;ØYSLEBØ;1021
4534;MARNARDAL;1021
4536;BJELLAND;1021
4540;ÅSERAL;1026
4544;FOSSDAL;1026
4550;FARSUND;1003
4551;FARSUND;1003
4552;FARSUND;1003
4553;FARSUND;1003
4554;FARSUND;1003
4557;VANSE;1003
4558;VANSE;1003
4560;VANSE;1003
4563;BORHAUG;1003
4575;LYNGDAL;1032
4576;LYNGDAL;1032
4577;LYNGDAL;1032
4579;LYNGDAL;1032
4580;LYNGDAL;1032
4586;KORSHAMN;1032
4588;KVÅS;1032
4590;SNARTEMO;1034
4595;TINGVATN;1034
4596;EIKEN;1034
4600;Kristiansand S;1001
4601;Kristiansand S postboksadr.;1001
4604;KRISTIANSAND S;1001
4605;KRISTIANSAND S;1001
4606;KRISTIANSAND S;1001
4608;KRISTIANSAND S;1001
4609;KARDEMOMME BY;1001
4610;KRISTIANSAND S;1001
4611;KRISTIANSAND S;1001
4612;KRISTIANSAND S;1001
4613;KRISTIANSAND S;1001
4614;KRISTIANSAND S;1001
4615;KRISTIANSAND S;1001
4616;KRISTIANSAND S;1001
4617;KRISTIANSAND S;1001
4618;KRISTIANSAND S;1001
4619;MOSBY;1001
4620;KRISTIANSAND S;1001
4621;KRISTIANSAND S;1001
4622;KRISTIANSAND S;1001
4623;KRISTIANSAND S;1001
4624;KRISTIANSAND S;1001
4625;FLEKKERØY;1001
4626;KRISTIANSAND S;1001
4628;KRISTIANSAND S;1001
4629;KRISTIANSAND S;1001
4630;KRISTIANSAND S;1001
4631;KRISTIANSAND S;1001
4632;KRISTIANSAND S;1001
4633;KRISTIANSAND S;1001
4634;KRISTIANSAND S;1001
4635;KRISTIANSAND S;1001
4636;KRISTIANSAND S;1001
4637;KRISTIANSAND S;1001
4638;KRISTIANSAND S;1001
4639;KRISTIANSAND S;1001
4640;SØGNE;1018
4645;NODELAND;1017
4646;FINSLAND;1017
4647;BRENNÅSEN;1017
4651;HAMRESANDEN;1001
4656;HAMRESANDEN;1001
4657;KJEVIK;1001
4658;TVEIT;1001
4661;KRISTIANSAND S;1001
4662;KRISTIANSAND S;1001
4663;KRISTIANSAND S;1001
4664;KRISTIANSAND S;1001
4665;KRISTIANSAND S;1001
4666;KRISTIANSAND S;1001
4670;KRISTIANSAND S;1001
4671;KRISTIANSAND S;1001
4672;KRISTIANSAND S;1001
4673;KRISTIANSAND S;1001
4674;KRISTIANSAND S;1001
4675;KRISTIANSAND S;1001
4676;KRISTIANSAND S;1001
4677;KRISTIANSAND S;1001
4678;KRISTIANSAND S;1001
4679;FLEKKERØY;1001
4681;SØGNE;1018
4682;SØGNE;1018
4683;SØGNE;1018
4684;BRENNÅSEN;1017
4685;NODELAND;1017
4686;KRISTIANSAND S;1001
4687;KRISTIANSAND S;1001
4688;KRISTIANSAND S;1001
4689;KRISTIANSAND S;1001
4691;KRISTIANSAND S;1001
4693;KRISTIANSAND S;1001
4694;KRISTIANSAND S;1001
4695;KRISTIANSAND S;1001
4696;KRISTIANSAND S;1001
4697;KRISTIANSAND S;1001
4698;KRISTIANSAND S;1001
4699;TVEIT;1001
4700;VENNESLA;1014
4701;VENNESLA;1014
4702;VENNESLA;1014
4703;VENNESLA;1014
4705;ØVREBØ;1014
4715;ØVREBØ;1014
4720;HÆGELAND;1014
4724;IVELAND;0935
4730;VATNESTRØM;0935
4733;EVJE;0937
4734;EVJE;0937
4735;EVJE;0937
4737;HORNNES;0937
4741;BYGLANDSFJORD;0938
4742;GRENDI;0938
4745;BYGLAND;0938
4747;VALLE;0940
4748;RYSSTAD;0940
4754;BYKLE;0941
4755;HOVDEN I SETESDAL;0941
4756;HOVDEN I SETESDAL;0941
4760;BIRKELAND;0928
4766;HEREFOSS;0928
4768;ENGESLAND;0928
4770;HØVÅG;0926
4780;BREKKESTØ;0926
4790;LILLESAND;0926
4791;LILLESAND;0926
4792;LILLESAND;0926
4793;HØVÅG;0926
4794;LILLESAND;0926
4795;BIRKELAND;0928
4800;Arendal;0906
4801;ARENDAL;0906
4802;ARENDAL;0906
4803;ARENDAL;0906
4804;ARENDAL;0906
4808;ARENDAL;0906
4809;ARENDAL;0906
4810;EYDEHAVN;0906
4812;KONGSHAVN;0906
4815;SALTRØD;0906
4816;KOLBJØRNSVIK;0906
4817;HIS;0906
4818;FÆRVIK;0906
4820;FROLAND;0919
4821;RYKENE;0906
4823;NEDENES;0906
4824;BJORBEKK;0906
4825;ARENDAL;0906
4827;FROLANDS VERK;0919
4828;MJÅVATN;0919
4830;HYNNEKLEIV;0919
4832;MYKLAND;0919
4834;RISDAL;0919
4836;ARENDAL;0906
4838;ARENDAL;0906
4839;ARENDAL;0906
4841;ARENDAL;0906
4842;ARENDAL;0906
4843;ARENDAL;0906
4844;ARENDAL;0906
4846;ARENDAL;0906
4847;ARENDAL;0906
4848;ARENDAL;0906
4849;ARENDAL;0906
4851;SALTRØD;0906
4852;FÆRVIK;0906
4853;HIS;0906
4854;NEDENES;0906
4855;FROLAND;0919
4856;ARENDAL;0906
4857;ARENDAL;0906
4858;ARENDAL;0906
4859;ARENDAL;0906
4861;ARENDAL;0906
4862;EYDEHAVN;0906
4863;NELAUG;0929
4864;ÅMLI;0929
4865;ÅMLI;0929
4868;SELÅSVATN;0929
4869;DØLEMO;0929
4870;FEVIK;0904
4875;Nedenes;0906
4876;GRIMSTAD;0904
4877;GRIMSTAD;0904
4878;GRIMSTAD;0904
4879;GRIMSTAD;0904
4884;GRIMSTAD;0904
4885;GRIMSTAD;0904
4886;GRIMSTAD;0904
4887;GRIMSTAD;0904
4888;HOMBORSUND;0904
4889;FEVIK;0904
4890;Grimstad;0904
4891;GRIMSTAD;0904
4892;GRIMSTAD;0904
4893;GRIMSTAD;0904
4894;GRIMSTAD;0904
4896;GRIMSTAD;0904
4898;GRIMSTAD;0904
4900;TVEDESTRAND;0914
4901;TVEDESTRAND;0914
4902;TVEDESTRAND;0914
4909;SONGE;0914
4910;LYNGØR;0914
4912;GJEVING;0914
4915;VESTRE SANDØYA;0914
4916;BORØY;0914
4920;STAUBØ;0906
4934;NES VERK;0914
4950;RISØR;0901
4951;RISØR;0901
4952;RISØR;0901
4953;RISØR;0901
4955;RISØR;0901
4971;SUNDEBRU;0911
4972;GJERSTAD;0911
4973;VEGÅRSHEI;0912
4974;SØNDELED;0901
4980;GJERSTAD;0911
4985;VEGÅRSHEI;0912
4990;SØNDELED;0901
4992;Fiane;0911
4993;SUNDEBRU;0911
4994;AKLAND;0901
4999;Søndeled;0901
5000;Bergen;1201
5003;BERGEN;1201
5004;BERGEN;1201
5005;BERGEN;1201
5006;BERGEN;1201
5007;BERGEN;1201
5008;BERGEN;1201
5009;BERGEN;1201
5010;BERGEN;1201
5011;BERGEN;1201
5012;BERGEN;1201
5013;BERGEN;1201
5014;BERGEN;1201
5015;BERGEN;1201
5016;BERGEN;1201
5017;BERGEN;1201
5018;BERGEN;1201
5019;BERGEN;1201
5020;BERGEN;1201
5021;BERGEN;1201
5022;BERGEN;1201
5030;Landås;1201
5031;BERGEN;1201
5032;BERGEN;1201
5033;BERGEN;1201
5034;BERGEN;1201
5035;BERGEN;1201
5036;BERGEN;1201
5037;BERGEN;1201
5038;BERGEN;1201
5039;BERGEN;1201
5040;Paradis;1201
5041;BERGEN;1201
5042;BERGEN;1201
5043;BERGEN;1201
5044;Nattland;1201
5045;BERGEN;1201
5046;Rådal;1201
5047;Stend;1201
5049;Sandsli;1201
5050;Nesttun;1201
5052;BERGEN;1201
5053;BERGEN;1201
5054;BERGEN;1201
5055;BERGEN;1201
5056;BERGEN;1201
5057;BERGEN;1201
5058;BERGEN;1201
5059;BERGEN;1201
5060;Søreidgrend;1201
5063;BERGEN;1201
5067;BERGEN;1201
5068;BERGEN;1201
5072;BERGEN;1201
5073;BERGEN;1201
5074;Godvik;1201
5075;BERGEN;1201
5076;Alvøy;1259
5079;Tyssøy;1245
5081;BERGEN;1201
5082;BERGEN;1201
5085;Morvik i Åsane;1201
5089;BERGEN;1201
5093;BERGEN;1201
5094;BERGEN;1201
5095;Ulset;1201
5096;BERGEN;1201
5097;BERGEN;1201
5098;BERGEN;1201
5099;BERGEN;1201
5101;EIDSVÅGNESET;1201
5104;EIDSVÅG I ÅSANE;1201
5105;EIDSVÅG I ÅSANE;1201
5106;ØVRE ERVIK;1201
5107;SALHUS;1201
5108;HORDVIK;1201
5109;HYLKJE;1201
5111;BREISTEIN;1201
5113;TERTNES;1201
5114;TERTNES;1201
5115;ULSET;1201
5116;ULSET;1201
5117;ULSET;1201
5118;ULSET;1201
5119;ULSET;1201
5121;ULSET;1201
5122;MORVIK;1201
5124;MORVIK;1201
5130;NYBORG;1201
5131;NYBORG;1201
5132;NYBORG;1201
5133;Fedje;1265
5134;FLAKTVEIT;1201
5135;FLAKTVEIT;1201
5136;MJØLKERÅEN;1201
5137;MJØLKERÅEN;1201
5141;FYLLINGSDALEN;1201
5142;FYLLINGSDALEN;1201
5143;FYLLINGSDALEN;1201
5144;FYLLINGSDALEN;1201
5145;FYLLINGSDALEN;1201
5146;FYLLINGSDALEN;1201
5147;FYLLINGSDALEN;1201
5148;FYLLINGSDALEN;1201
5151;STRAUMSGREND;1201
5152;BØNES;1201
5153;BØNES;1201
5154;BØNES;1201
5155;BØNES;1201
5160;LAKSEVÅG;1201
5161;LAKSEVÅG;1201
5162;LAKSEVÅG;1201
5163;LAKSEVÅG;1201
5164;LAKSEVÅG;1201
5165;LAKSEVÅG;1201
5170;BJØRNDALSTRÆ;1201
5171;LODDEFJORD;1201
5172;LODDEFJORD;1201
5173;LODDEFJORD;1201
5174;MATHOPEN;1201
5176;LODDEFJORD;1201
5177;BJØRØYHAMN;1246
5178;LODDEFJORD;1201
5179;GODVIK;1201
5183;OLSVIK;1201
5184;OLSVIK;1201
5200;OS;1243
5201;OS;1243
5202;OS;1243
5203;OS;1243
5206;OS;1243
5207;SØFTELAND;1243
5208;OS;1243
5209;OS;1243
5210;OS;1243
5211;OS;1243
5212;SØFTELAND;1243
5213;LEPSØY;1243
5214;LYSEKLOSTER;1243
5215;LYSEKLOSTER;1243
5216;LEPSØY;1243
5217;HAGAVIK;1243
5218;NORDSTRØNO;1243
5221;NESTTUN;1201
5222;NESTTUN;1201
5223;NESTTUN;1201
5224;NESTTUN;1201
5225;NESTTUN;1201
5226;NESTTUN;1201
5227;NESTTUN;1201
5228;NESTTUN;1201
5229;KALANDSEIDET;1201
5230;PARADIS;1201
5231;PARADIS;1201
5232;PARADIS;1201
5235;RÅDAL;1201
5236;RÅDAL;1201
5237;RÅDAL;1201
5238;RÅDAL;1201
5239;RÅDAL;1201
5240;Valestrandsfossen;1253
5243;FANA;1201
5244;FANA;1201
5245;Raknesvåg;1253
5251;SØREIDGREND;1201
5252;SØREIDGREND;1201
5253;SANDSLI;1201
5254;SANDSLI;1201
5257;KOKSTAD;1201
5258;BLOMSTERDALEN;1201
5259;HJELLESTAD;1201
5260;INDRE ARNA;1201
5261;INDRE ARNA;1201
5262;ARNATVEIT;1201
5263;TRENGEREID;1201
5264;GARNES;1201
5265;YTRE ARNA;1201
5267;ESPELAND;1201
5268;HAUKELAND;1201
5281;VALESTRANDSFOSSEN;1253
5282;LONEVÅG;1253
5283;FOTLANDSVÅG;1253
5284;TYSSEBOTNEN;1253
5285;BRUVIK;1253
5286;HAUS;1253
5291;VALESTRANDSFOSSEN;1253
5293;LONEVÅG;1253
5299;HAUS;1253
5300;KLEPPESTØ;1247
5301;KLEPPESTØ;1247
5302;STRUSSHAMN;1247
5303;FOLLESE;1247
5304;HETLEVIK;1247
5305;FLORVÅG;1247
5306;ERDAL;1247
5307;ASK;1247
5308;KLEPPESTØ;1247
5309;KLEPPESTØ;1247
5310;HAUGLANDSHELLA;1247
5311;KJERRGARDEN;1247
5314;KJERRGARDEN;1247
5315;HERDLA;1247
5318;STRUSSHAMN;1247
5319;KLEPPESTØ;1247
5321;KLEPPESTØ;1247
5322;KLEPPESTØ;1247
5323;KLEPPESTØ;1247
5325;FOLLESE;1247
5326;ASK;1247
5327;HAUGLANDSHELLA;1247
5329;FLORVÅG;1247
5331;RONG;1259
5333;TJELDSTØ;1259
5334;HELLESØY;1259
5335;HERNAR;1259
5336;TJELDSTØ;1259
5337;RONG;1259
5341;STRAUME;1246
5342;STRAUME;1246
5343;STRAUME;1246
5345;KNARREVIK;1246
5346;ÅGOTNES;1246
5347;ÅGOTNES;1246
5350;BRATTHOLMEN;1246
5353;STRAUME;1246
5354;STRAUME;1246
5355;KNARREVIK;1246
5357;FJELL;1246
5358;FJELL;1246
5360;KOLLTVEIT;1246
5363;ÅGOTNES;1246
5365;TURØY;1246
5366;MISJE;1246
5371;SKOGSVÅG;1245
5374;STEINSLAND;1245
5378;KLOKKARVIK;1245
5379;STEINSLAND;1245
5380;TÆLAVÅG;1245
5381;GLESVÆR;1245
5382;SKOGSVÅG;1245
5384;TORANGSVÅG;1244
5385;BAKKASUND;1244
5387;MØKSTER;1244
5388;LITLAKALSØY;1244
5392;STOREBØ;1244
5393;STOREBØ;1244
5394;KOLBEINSVIK;1244
5396;VESTRE VINNESVÅG;1244
5397;BEKKJARVIK;1244
5398;STOLMEN;1244
5399;BEKKJARVIK;1244
5400;Stord;1221
5401;STORD;1221
5402;STORD;1221
5403;STORD;1221
5404;STORD;1221
5406;STORD;1221
5407;STORD;1221
5408;SAGVÅG;1221
5409;STORD;1221
5410;SAGVÅG;1221
5411;STORD;1221
5412;STORD;1221
5413;HUGLO;1221
5414;STORD;1221
5415;STORD;1221
5416;STORD;1221
5417;STORD;1221
5418;FITJAR;1222
5419;FITJAR;1222
5420;RUBBESTADNESET;1219
5423;BRANDASUND;1219
5427;URANGSVÅG;1219
5428;FOLDRØYHAMN;1219
5430;BREMNES;1219
5437;FINNÅS;1219
5440;MOSTERHAMN;1219
5443;BØMLO;1219
5444;ESPEVÆR;1219
5445;BREMNES;1219
5447;MOSTERHAMN;1219
5449;BØMLO;1219
5450;SUNDE I SUNNHORDLAND;1224
5451;VALEN;1224
5452;SANDVOLL;1224
5453;UTÅKER;1224
5454;SÆBØVIK;1224
5455;HALSNØY KLOSTER;1224
5457;HØYLANDSBYGD;1224
5458;ARNAVIK;1224
5459;FJELBERG;1224
5460;HUSNES;1224
5462;HERØYSUNDET;1224
5463;USKEDALEN;1224
5464;DIMMELSVIK;1224
5465;USKEDALEN;1224
5470;ROSENDAL;1224
5472;SEIMSFOSS;1224
5473;SNILSTVEITØY;1224
5474;LØFALLSTRAND;1224
5475;ÆNES;1224
5476;MAURANGER;1224
5480;HUSNES;1224
5484;SÆBØVIK;1224
5486;ROSENDAL;1224
5498;MATRE;1224
5499;ÅKRA;1224
5500;Haugesund;1106
5501;HAUGESUND;1106
5502;HAUGESUND;1106
5503;HAUGESUND;1106
5504;HAUGESUND;1106
5505;HAUGESUND;1106
5506;HAUGESUND;1106
5507;HAUGESUND;1106
5508;KARMSUND;1149
5509;HAUGESUND;1106
5511;HAUGESUND;1106
5512;HAUGESUND;1106
5514;HAUGESUND;1106
5515;HAUGESUND;1106
5516;HAUGESUND;1106
5517;HAUGESUND;1106
5518;HAUGESUND;1106
5519;HAUGESUND;1106
5521;HAUGESUND;1106
5522;HAUGESUND;1106
5523;HAUGESUND;1106
5525;HAUGESUND;1106
5527;HAUGESUND;1106
5528;HAUGESUND;1106
5529;HAUGESUND;1106
5531;HAUGESUND;1106
5532;HAUGESUND;1106
5533;HAUGESUND;1106
5534;HAUGESUND;1106
5535;HAUGESUND;1106
5536;HAUGESUND;1106
5537;HAUGESUND;1106
5538;HAUGESUND;1106
5541;KOLNES;1149
5542;KARMSUND;1149
5544;VORMEDAL;1149
5545;VORMEDAL;1149
5546;RØYKSUND;1149
5547;UTSIRA;1151
5548;FEØY;1149
5549;RØVÆR;1106
5550;SVEIO;1216
5551;AUKLANDSHAMN;1216
5554;VALEVÅG;1216
5555;FØRDE I HORDALAND;1216
5559;SVEIO;1216
5560;NEDSTRAND;1146
5561;BOKN;1145
5562;NEDSTRAND;1146
5563;FØRRESFJORDEN;1146
5565;TYSVÆRVÅG;1146
5566;HERVIK;1146
5567;SKJOLDASTRAUMEN;1146
5568;VIKEBYGD;1160
5570;AKSDAL;1146
5574;SKJOLD;1160
5575;AKSDAL;1146
5576;ØVRE VATS;1160
5578;NEDRE VATS;1160
5580;ØLEN;1160
5582;ØLENSVÅG;1160
5583;VIKEDAL;1160
5584;BJOA;1160
5585;SANDEID;1160
5586;VIKEDAL;1160
5588;ØLEN;1160
5589;SANDEID;1160
5590;ETNE;1211
5591;ETNE;1211
5593;SKÅNEVIK;1211
5594;SKÅNEVIK;1211
5595;FØRRESFJORDEN;1146
5596;MARKHUS;1211
5598;FJÆRA;1211
5600;NORHEIMSUND;1238
5601;NORHEIMSUND;1238
5602;NORHEIMSUND;1238
5604;ØYSTESE;1238
5605;ÅLVIK;1238
5610;ØYSTESE;1238
5612;STEINSTØ;1238
5614;ÅLVIK;1238
5620;TØRVIKBYGD;1238
5626;KYSNESSTRAND;1227
5627;JONDAL;1227
5628;HERAND;1227
5629;JONDAL;1227
5630;STRANDEBARM;1238
5631;STRANDEBARM;1238
5632;OMASTRAND;1238
5633;OMASTRAND;1238
5635;HATLESTRAND;1224
5636;VARALDSØY;1224
5637;ØLVE;1224
5640;EIKELANDSOSEN;1241
5641;FUSA;1241
5642;HOLMEFJORD;1241
5643;STRANDVIK;1241
5644;SÆVAREID;1241
5645;SÆVAREID;1241
5646;NORDTVEITGREND;1241
5647;BALDERSHEIM;1241
5648;FUSA;1241
5649;EIKELANDSOSEN;1241
5650;TYSSE;1242
5651;TYSSE;1242
5652;ÅRLAND;1242
5653;ÅRLAND;1242
5658;Årland i Samnanger;1242
5680;TYSNES;1223
5683;REKSTEREN;1223
5685;UGGDAL;1223
5687;FLATRÅKER;1223
5690;LUNDEGREND;1223
5693;ÅRBAKKA;1223
5694;ONARHEIM;1223
5695;UGGDAL;1223
5696;TYSNES;1223
5700;VOSS;1235
5701;VOSS;1235
5702;VOSS;1235
5703;VOSS;1235
5704;VOSS;1235
5705;VOSS;1235
5706;VOSS;1235
5707;EVANGER;1235
5708;VOSS;1235
5709;VOSS;1235
5710;SKULESTADMO;1235
5711;SKULESTADMO;1235
5712;VOSSESTRAND;1235
5713;VOSSESTRAND;1235
5714;VOSS;1235
5715;STALHEIM;1235
5718;MYRDAL;1421
5719;FINSE;1233
5720;STANGHELLE;1251
5721;DALEKVAM;1251
5722;DALEKVAM;1251
5723;BOLSTADØYRI;1235
5724;STANGHELLE;1251
5725;VAKSDAL;1251
5726;VAKSDAL;1251
5727;STAMNES;1251
5728;EIDSLANDET;1251
5729;MODALEN;1252
5730;ULVIK;1233
5731;ULVIK;1233
5732;MODALEN;1252
5733;GRANVIN;1234
5734;VALLAVIK;1233
5736;GRANVIN;1234
5741;AURLAND;1421
5742;FLÅM;1421
5743;FLÅM;1421
5745;AURLAND;1421
5746;UNDREDAL;1421
5747;GUDVANGEN;1421
5748;STYVI;1421
5749;BAKKA;1421
5750;ODDA;1228
5751;ODDA;1228
5752;ODDA;1228
5760;RØLDAL;1228
5763;SKARE;1228
5770;TYSSEDAL;1228
5773;HOVLAND;1231
5776;NÅ;1231
5777;GRIMO;1231
5778;UTNE;1231
5779;UTNE;1231
5780;KINSARVIK;1231
5781;LOFTHUS;1231
5782;KINSARVIK;1231
5783;EIDFJORD;1232
5784;ØVRE EIDFJORD;1232
5785;VØRINGSFOSS;1232
5786;EIDFJORD;1232
5787;LOFTHUS;1231
5788;KINSARVIK;1231
5802;BERGEN;1201
5803;BERGEN;1201
5804;BERGEN;1201
5805;BERGEN;1201
5806;BERGEN;1201
5807;BERGEN;1201
5808;BERGEN;1201
5809;BERGEN;1201
5810;BERGEN;1201
5811;BERGEN;1201
5812;BERGEN;1201
5813;BERGEN;1201
5814;BERGEN;1201
5815;BERGEN;1201
5816;BERGEN;1201
5817;BERGEN;1201
5818;BERGEN;1201
5819;BERGEN;1201
5820;BERGEN;1201
5821;BERGEN;1201
5822;BERGEN;1201
5823;BERGEN;1201
5824;BERGEN;1201
5825;BERGEN;1201
5826;BERGEN;1201
5827;BERGEN;1201
5828;BERGEN;1201
5829;BERGEN;1201
5830;BERGEN;1201
5831;BERGEN;1201
5832;BERGEN;1201
5833;BERGEN;1201
5834;BERGEN;1201
5835;BERGEN;1201
5836;BERGEN;1201
5837;BERGEN;1201
5838;BERGEN;1201
5841;BERGEN;1201
5843;BERGEN;1201
5844;BERGEN;1201
5845;BERGEN;1201
5847;BERGEN;1201
5848;BERGEN;1201
5849;BERGEN;1201
5851;BERGEN;1201
5852;BERGEN;1201
5853;BERGEN;1201
5854;BERGEN;1201
5855;BERGEN;1201
5857;BERGEN;1201
5858;BERGEN;1201
5859;BERGEN;1201
5861;BERGEN;1201
5862;BERGEN;1201
5863;BERGEN;1201
5864;BERGEN;1201
5865;BERGEN;1201
5866;BERGEN;1201
5867;BERGEN;1201
5868;BERGEN;1201
5869;BERGEN;1201
5870;Øvre Årdal;1424
5872;BERGEN;1201
5873;BERGEN;1201
5876;BERGEN;1201
5877;BERGEN;1201
5878;BERGEN;1201
5879;BERGEN;1201
5881;BERGEN;1201
5882;Bergen;1201
5884;BERGEN;1201
5886;BERGEN;1201
5887;BERGEN;1201
5888;BERGEN;1201
5889;BERGEN;1201
5890;Lærdal;1422
5892;BERGEN;1201
5893;BERGEN;1201
5895;BERGEN;1201
5896;BERGEN;1201
5899;BERGEN;1201
5902;ISDALSTØ;1263
5903;ISDALSTØ;1263
5904;ISDALSTØ;1263
5906;FREKHAUG;1256
5907;ALVERSUND;1263
5908;ISDALSTØ;1263
5911;ALVERSUND;1263
5912;SEIM;1263
5913;EIKANGERVÅG;1263
5914;ISDALSTØ;1263
5915;HJELMÅS;1263
5916;ISDALSTØ;1263
5917;ROSSLAND;1256
