Postnummer;Poststed;Kommunenummer
2080;EIDSVOLL;0237
2081;EIDSVOLL;0237
2090;HURDAL;0239
2091;HURDAL;0239
2092;MINNESUND;0237
2093;FEIRING;0237
2094;MINNESUND;0237
2100;SKARNES;0419
2101;SKARNES;0419
2110;SLÅSTAD;0419
2114;DISENÅ;0419
2116;SANDER;0419
2120;SAGSTUA;0418
2123;BRUVOLL;0418
2130;KNAPPER;0418
2133;GARDVIK;0418
2134;AUSTVATN;0418
2150;ÅRNES;0236
2151;ÅRNES;0236
2160;VORMSUND;0236
2161;VORMSUND;0236
2162;BRÅRUD;0236
2164;SKOGBYGDA;0236
2165;HVAM;0236
2166;OPPAKER;0236
2170;FENSTAD;0236
2200;Kongsvinger;0402
2201;KONGSVINGER;0402
2202;KONGSVINGER;0402
2203;KONGSVINGER;0402
2204;KONGSVINGER;0402
2205;KONGSVINGER;0402
2206;KONGSVINGER;0402
2207;KONGSVINGER;0402
2208;KONGSVINGER;0402
2209;KONGSVINGER;0402
2210;GRANLI;0402
2211;KONGSVINGER;0402
2212;KONGSVINGER;0402
2213;KONGSVINGER;0402
2214;KONGSVINGER;0402
2216;ROVERUD;0402
2217;HOKKÅSEN;0402
2218;LUNDERSÆTER;0402
2219;BRANDVAL;0402
2220;ÅBOGEN;0420
2223;GALTERUD;0419
2224;AUSTMARKA;0402
2225;KONGSVINGER;0402
2226;KONGSVINGER;0402
2230;SKOTTERUD;0420
2231;SKOTTERUD;0420
2232;TOBØL;0420
2233;VESTMARKA;0420
2235;MATRAND;0420
2240;MAGNOR;0420
2241;MAGNOR;0420
2252;Hokkåsen;0402
2256;GRUE FINNSKOG;0423
2260;KIRKENÆR;0423
2261;KIRKENÆR;0423
2264;GRINDER;0423
2265;NAMNÅ;0423
2266;ARNEBERG;0425
2270;FLISA;0425
2271;FLISA;0425
2280;GJESÅSEN;0425
2283;ÅSNES FINNSKOG;0425
2293;Braskereidfoss;0426
2300;Hamar;0402
2301;HAMAR;0403
2302;HAMAR;0403
2303;HAMAR;0403
2304;HAMAR;0403
2305;HAMAR;0403
2306;HAMAR;0403
2307;HAMAR;0403
2308;HAMAR;0403
2309;HAMAR;0403
2312;OTTESTAD;0417
2313;OTTESTAD;0417
2314;OTTESTAD;0417
2315;HAMAR;0403
2316;HAMAR;0403
2317;HAMAR;0403
2318;HAMAR;0403
2319;HAMAR;0403
2320;FURNES;0412
2321;HAMAR;0403
2322;RIDABU;0403
2323;INGEBERG;0403
2324;VANG PÅ HEDMARKEN;0403
2325;HAMAR;0403
2326;HAMAR;0403
2330;VALLSET;0417
2332;ÅSVANG;0417
2333;ROMEDAL;0417
2334;ROMEDAL;0417
2335;STANGE;0417
2336;STANGE;0417
2337;TANGEN;0417
2338;ESPA;0417
2340;LØTEN;0415
2341;LØTEN;0415
2344;ILSENG;0417
2345;ÅDALSBRUK;0415
2350;NES PÅ HEDMARKEN;0412
2353;STAVSJØ;0412
2355;GAUPEN;0412
2360;RUDSHØGDA;0412
2364;NÆROSET;0412
2365;ÅSMARKA;0412
2372;BRØTTUM;0412
2380;BRUMUNDDAL;0412
2381;BRUMUNDDAL;0412
2382;BRUMUNDDAL;0412
2383;BRUMUNDDAL;0412
2384;BRUMUNDDAL;0412
2385;BRUMUNDDAL;0412
2386;BRUMUNDDAL;0412
2387;BRUMUNDDAL;0412
2388;BRUMUNDDAL;0412
2389;BRUMUNDDAL;0412
2390;MOELV;0412
2391;MOELV;0412
2400;Elverum;0427
2401;ELVERUM;0427
2402;ELVERUM;0427
2403;ELVERUM;0427
2404;ELVERUM;0427
2405;ELVERUM;0427
2406;ELVERUM;0427
2407;ELVERUM;0427
2408;ELVERUM;0427
2409;ELVERUM;0427
2410;HERNES;0427
2411;ELVERUM;0427
2412;SØRSKOGBYGDA;0427
2415;HERADSBYGD;0427
2416;JØMNA;0427
2418;ELVERUM;0427
2420;TRYSIL;0428
2421;TRYSIL;0428
2422;NYBERGSUND;0428
2423;ØSTBY;0428
2425;LJØRDALEN;0428
2427;PLASSEN;0428
2428;SØRE OSEN;0428
2429;TØRBERGET;0428
2430;JORDET;0428
2432;SLETTÅS;0428
2435;BRASKEREIDFOSS;0426
2436;VÅLER I SOLØR;0426
2437;HASLEMOEN;0426
2438;GRAVBERGET;0426
2439;VÅLER I SOLØR;0426
2440;ENGERDAL;0434
2443;DREVSJØ;0434
2446;ELGÅ;0434
2448;SØMÅDALEN;0434
2450;RENA;0429
2451;RENA;0429
2460;OSEN;0429
2476;ATNA;0430
2477;SOLLIA;0430
2478;HANESTAD;0432
2480;KOPPANG;0430
2481;KOPPANG;0430
2485;RENDALEN;0432
2486;RENDALEN;0432
2487;RENDALEN;0432
2488;RENDALEN;0432
2500;TYNSET;0437
2501;TYNSET;0437
2510;TYLLDALEN;0437
2512;KVIKNE;0437
2540;TOLGA;0436
2542;VINGELEN;0436
2544;ØVERSJØDALEN;0436
2550;OS I ØSTERDALEN;0441
2552;DALSBYGDA;0441
2555;TUFSINGDALEN;0441
2560;ALVDAL;0438
2561;ALVDAL;0438
2580;FOLLDAL;0439
2581;FOLLDAL;0439
2582;GRIMSBU;0439
2584;DALHOLEN;0439
2600;Lillehammer;0500
2601;LILLEHAMMER;0501
2602;LILLEHAMMER;0501
2603;LILLEHAMMER;0501
2604;LILLEHAMMER;0501
2605;LILLEHAMMER;0501
2606;LILLEHAMMER;0501
2607;VINGROM;0501
2608;LILLEHAMMER;0501
2609;LILLEHAMMER;0501
2610;MESNALI;0412
2611;LILLEHAMMER;0501
2612;SJUSJØEN;0412
2613;LILLEHAMMER;0501
2614;LILLEHAMMER;0501
2615;LILLEHAMMER;0501
2616;LISMARKA;0412
2617;LILLEHAMMER;0501
2618;LILLEHAMMER;0501
2619;LILLEHAMMER;0501
2624;LILLEHAMMER;0501
2625;FÅBERG;0501
2626;LILLEHAMMER;0501
2628;Espedal;0522
2629;LILLEHAMMER;0501
2630;RINGEBU;0520
2631;RINGEBU;0520
2632;VENABYGD;0520
2633;FÅVANG;0520
2634;FÅVANG;0520
2635;TRETTEN;0521
2636;ØYER;0521
2637;ØYER;0521
2639;VINSTRA;0516
2640;VINSTRA;0516
2642;KVAM;0516
2643;SKÅBU;0516
2645;SØR-FRON;0519
2646;GÅLÅ;0519
2647;SØR-FRON;0519
2648;SØR-FRON;0519
2649;ØSTRE GAUSDAL;0522
2651;ØSTRE GAUSDAL;0522
2652;SVINGVOLL;0522
2653;VESTRE GAUSDAL;0522
2656;FOLLEBU;0522
2657;SVATSUM;0522
2658;ESPEDALEN;0519
2659;DOMBÅS;0511
2660;DOMBÅS;0511
2661;HJERKINN;0511
2662;DOVRE;0511
2663;DOVRESKOGEN;0511
2664;DOVRE;0511
2665;LESJA;0512
2666;LORA;0512
2667;LESJAVERK;0512
2668;LESJASKOG;0512
2669;BJORLI;0512
2670;OTTA;0517
2672;SEL;0517
2673;HØVRINGEN;0517
2674;MYSUSÆTER;0517
2675;OTTA;0517
2676;HEIDAL;0517
2677;NEDRE HEIDAL;0517
2680;VÅGÅ;0515
2682;LALM;0515
2683;TESSANDEN;0515
2684;VÅGÅ;0515
2685;GARMO;0514
2686;LOM;0514
2687;BØVERDALEN;0514
2688;LOM;0514
2690;SKJÅK;0513
2693;NORDBERG;0513
2694;SKJÅK;0513
2695;GROTLI;0513
2700;Jevnaker;0532
2711;GRAN;0534
2712;BRANDBU;0534
2713;ROA;0533
2714;JAREN;0534
2715;LUNNER;0533
2716;HARESTUA;0533
2717;GRUA;0533
2718;BRANDBU;0534
2720;GRINDVOLL;0533
2730;LUNNER;0533
2740;ROA;0533
2742;GRUA;0533
2743;HARESTUA;0533
2750;GRAN;0534
2760;BRANDBU;0534
2770;JAREN;0534
2800;Gjøvik;0502
2801;GJØVIK;0502
2802;GJØVIK;0502
2803;GJØVIK;0502
2804;GJØVIK;0502
2805;GJØVIK;0502
2806;GJØVIK;0502
2807;HUNNDALEN;0502
2808;GJØVIK;0502
2809;GJØVIK;0502
2810;GJØVIK;0502
2811;HUNNDALEN;0502
2815;GJØVIK;0502
2816;GJØVIK;0502
2817;GJØVIK;0502
2818;GJØVIK;0502
2819;GJØVIK;0502
2820;NORDRE TOTEN;0528
2821;GJØVIK;0502
2822;BYBRUA;0502
2825;GJØVIK;0502
2827;HUNNDALEN;0502
2830;RAUFOSS;0529
2831;RAUFOSS;0529
2832;BIRI;0502
2836;BIRI;0502
2837;BIRISTRAND;0502
2838;SNERTINGDAL;0502
2839;ØVRE SNERTINGDAL;0502
2840;REINSVOLL;0529
2843;EINA;0529
2846;BØVERBRU;0529
2847;KOLBU;0528
2848;SKREIA;0528
2849;KAPP;0528
2850;LENA;0528
2851;LENA;0528
2853;REINSVOLL;0529
2854;EINA;0529
2856;Bilitt;0528
2857;SKREIA;0528
2858;KAPP;0528
2859;Nordre Toten;0528
2860;HOV;0536
2861;LANDÅSBYGDA;0536
2862;FLUBERG;0536
2864;FALL;0536
2866;ENGER;0536
2867;HOV;0536
2870;DOKKA;0538
2879;ODNES;0536
2880;NORD-TORPA;0538
2881;AUST-TORPA;0538
2882;DOKKA;0538
2890;ETNEDAL;0541
2893;ETNEDAL;0541
2900;FAGERNES;0542
2901;FAGERNES;0542
2907;LEIRA I VALDRES;0542
2910;AURDAL;0542
2917;SKRAUTVÅL;0542
2918;ULNES;0542
2920;LEIRA I VALDRES;0542
2923;TISLEIDALEN;0542
2929;BAGN;0540
2930;BAGN;0540
2933;REINLI;0540
2936;BEGNADALEN;0540
2937;BEGNA;0540
2939;HEGGENES;0544
2940;HEGGENES;0544
2943;ROGNE;0544
2950;SKAMMESTEIN;0544
2952;BEITO;0544
2953;BEITOSTØLEN;0544
2954;BEITOSTØLEN;0544
2959;RØN;0543
2960;RØN;0543
2966;SLIDRE;0543
2967;LOMEN;0543
2973;RYFOSS;0545
2974;VANG I VALDRES;0545
2975;VANG I VALDRES;0545
2977;ØYE;0545
2985;TYINKRYSSET;0545
3000;Drammen;0602
3001;DRAMMEN;0602
3002;DRAMMEN;0602
3003;DRAMMEN;0602
3004;DRAMMEN;0602
3005;DRAMMEN;0602
3006;DRAMMEN;0602
3007;DRAMMEN;0602
3008;DRAMMEN;0602
3009;DRAMMEN;0602
3011;DRAMMEN;0602
3012;DRAMMEN;0602
3013;DRAMMEN;0602
3014;DRAMMEN;0602
3015;DRAMMEN;0602
3016;DRAMMEN;0602
3017;DRAMMEN;0602
3018;DRAMMEN;0602
3019;DRAMMEN;0602
3020;Krokstadelva;0602
3021;DRAMMEN;0602
3022;DRAMMEN;0602
3023;DRAMMEN;0602
3024;DRAMMEN;0602
3025;DRAMMEN;0602
3026;DRAMMEN;0602
3027;DRAMMEN;0602
3028;DRAMMEN;0602
3029;DRAMMEN;0602
3030;DRAMMEN;0602
3031;DRAMMEN;0602
3032;DRAMMEN;0602
3033;DRAMMEN;0602
3034;DRAMMEN;0602
3035;DRAMMEN;0602
3036;DRAMMEN;0602
3037;DRAMMEN;0602
3038;DRAMMEN;0602
3039;DRAMMEN;0602
3040;DRAMMEN;0602
3041;DRAMMEN;0602
3042;DRAMMEN;0602
3043;DRAMMEN;0602
3044;DRAMMEN;0602
3045;DRAMMEN;0602
3046;DRAMMEN;0602
3047;DRAMMEN;0602
3048;DRAMMEN;0602
3050;MJØNDALEN;0625
3051;MJØNDALEN;0625
3053;STEINBERG;0625
3054;KROKSTADELVA;0625
3055;KROKSTADELVA;0625
3056;SOLBERGELVA;0625
3057;SOLBERGELVA;0625
3058;SOLBERGMOEN;0625
3060;SVELVIK;0711
3061;SVELVIK;0711
3070;SANDE I VESTFOLD;0713
3071;SANDE I VESTFOLD;0713
3074;Skoger;0602
3075;BERGER;0711
3080;HOLMESTRAND;0702
3081;HOLMESTRAND;0702
3082;HOLMESTRAND;0702
3083;HOLMESTRAND;0702
3084;HOLMESTRAND;0702
3085;HOLMESTRAND;0702
3086;HOLMESTRAND;0702
3087;HOLMESTRAND;0702
3088;HOLMESTRAND;0702
3089;HOLMESTRAND;0702
3090;HOF;0714
3091;HOF;0714
3092;SUNDBYFOSS;0714
3095;EIDSFOSS;0714
3100;Tønsberg;0704
3101;TØNSBERG;0704
3103;TØNSBERG;0704
3104;TØNSBERG;0704
3105;TØNSBERG;0704
3106;NØTTERØY;0722
3107;SEM;0704
3108;VEAR;0720
3109;TØNSBERG;0704
3110;TØNSBERG;0704
3111;TØNSBERG;0704
3112;TØNSBERG;0704
3113;TØNSBERG;0704
3114;TØNSBERG;0704
3115;TØNSBERG;0704
3116;TØNSBERG;0704
3117;TØNSBERG;0704
3118;TØNSBERG;0704
3119;TØNSBERG;0704
3120;NØTTERØY;0722
3121;NØTTERØY;0722
3122;TØNSBERG;0704
3123;TØNSBERG;0704
3124;TØNSBERG;0704
3125;TØNSBERG;0704
3126;TØNSBERG;0704
3127;TØNSBERG;0704
3128;NØTTERØY;0722
3131;HUSØYSUND;0722
3132;HUSØYSUND;0722
3133;DUKEN;0722
3135;TORØD;0722
3137;TORØD;0722
3138;SKALLESTAD;0722
3139;SKALLESTAD;0722
3140;NØTTERØY;0722
3141;KJØPMANNSKJÆR;0722
3142;VESTSKOGEN;0722
3143;KJØPMANNSKJÆR;0722
3144;VEIERLAND;0722
3145;TJØME;0723
3148;HVASSER;0723
3150;TOLVSRØD;0704
3151;TOLVSRØD;0704
3152;TOLVSRØD;0704
3153;TOLVSRØD;0704
3154;TOLVSRØD;0704
3157;BARKÅKER;0704
3158;ANDEBU;0719
3159;MELSOMVIK;0720
3160;STOKKE;0720
3161;STOKKE;0720
3162;ANDEBU;0719
3163;NØTTERØY;0722
3164;REVETAL;0716
3165;TJØME;0723
3166;TOLVSRØD;0704
3167;ÅSGÅRDSTRAND;0701
3168;MELSOMVIK;0720
3169;STOKKE;0720
3170;SEM;0704
3171;SEM;0704
3172;VEAR;0704
3173;VEAR;0720
3174;REVETAL;0716
3175;RAMNES;0716
3176;UNDRUMSDAL;0716
3177;VÅLE;0716
3178;VÅLE;0716
3179;ÅSGÅRDSTRAND;0701
3180;NYKIRKE;0701
3181;HORTEN;0701
3182;HORTEN;0701
3183;HORTEN;0701
3184;BORRE;0701
3185;SKOPPUM;0701
3186;HORTEN;0701
3187;HORTEN;0701
3188;HORTEN;0701
3189;HORTEN;0701
3190;Horten;0701
3191;HORTEN;0701
3192;HORTEN;0701
3193;HORTEN;0701
3194;HORTEN;0701
3195;SKOPPUM;0701
3196;HORTEN;0701
3199;BORRE;0701
3200;Sandefjord;0706
3201;SANDEFJORD;0706
3202;SANDEFJORD;0706
3203;SANDEFJORD;0706
3204;SANDEFJORD;0706
3205;SANDEFJORD;0706
3206;SANDEFJORD;0706
3207;SANDEFJORD;0706
3208;SANDEFJORD;0706
3209;SANDEFJORD;0706
3210;SANDEFJORD;0706
3211;SANDEFJORD;0706
3212;SANDEFJORD;0706
3213;SANDEFJORD;0706
3214;SANDEFJORD;0706
3215;SANDEFJORD;0706
3216;SANDEFJORD;0706
3217;SANDEFJORD;0706
3218;SANDEFJORD;0706
3219;SANDEFJORD;0706
3220;SANDEFJORD;0706
3221;SANDEFJORD;0706
3222;SANDEFJORD;0706
3223;SANDEFJORD;0706
3224;SANDEFJORD;0706
3225;SANDEFJORD;0706
3226;SANDEFJORD;0706
3227;SANDEFJORD;0706
3228;SANDEFJORD;0706
3229;SANDEFJORD;0706
3230;SANDEFJORD;0706
3231;SANDEFJORD;0706
3232;SANDEFJORD;0706
3233;SANDEFJORD;0706
3234;SANDEFJORD;0706
3235;SANDEFJORD;0706
3236;SANDEFJORD;0706
3237;SANDEFJORD;0706
3238;SANDEFJORD;0706
3239;SANDEFJORD;0706
3240;SANDEFJORD;0706
3241;SANDEFJORD;0706
3242;SANDEFJORD;0706
3243;KODAL;0719
3244;SANDEFJORD;0706
3245;KODAL;0719
3246;SANDEFJORD;0706
3249;SANDEFJORD;0706
3250;Larvik;0709
3251;LARVIK;0709
3252;LARVIK;0709
3253;LARVIK;0709
3254;LARVIK;0709
3255;LARVIK;0709
3256;LARVIK;0709
3257;LARVIK;0709
3258;LARVIK;0709
3259;LARVIK;0709
3260;LARVIK;0709
3261;LARVIK;0709
3262;LARVIK;0709
3263;LARVIK;0709
3264;LARVIK;0709
3265;LARVIK;0709
3267;LARVIK;0709
3268;LARVIK;0709
3269;LARVIK;0709
3270;LARVIK;0709
3271;LARVIK;0709
3273;Steinsholt;0728
3274;LARVIK;0709
3275;SVARSTAD;0728
3276;SVARSTAD;0728
3277;STEINSHOLT;0728
3280;TJODALYNG;0709
3281;TJODALYNG;0709
3282;KVELDE;0709
3284;KVELDE;0709
3285;LARVIK;0709
3290;STAVERN;0709
3291;STAVERN;0709
3292;STAVERN;0709
3294;STAVERN;0709
3295;HELGEROA;0709
3296;NEVLUNGHAVN;0709
3297;HELGEROA;0709
3300;HOKKSUND;0624
3301;HOKKSUND;0624
3320;VESTFOSSEN;0624
3321;VESTFOSSEN;0624
3322;FISKUM;0624
3330;SKOTSELV;0624
3331;SKOTSELV;0624
3340;ÅMOT;0623
3341;ÅMOT;0623
3342;ÅMOT;0623
3350;PRESTFOSS;0621
3351;PRESTFOSS;0621
3355;SOLUMSMOEN;0621
3358;NEDRE EGGEDAL;0621
3359;EGGEDAL;0621
3360;GEITHUS;0623
3361;GEITHUS;0623
3370;VIKERSUND;0623
3371;VIKERSUND;0623
3400;Lierbyen;0626
3401;LIER;0626
3402;LIER;0626
3403;LIER;0626
3404;LIER;0626
3405;LIER;0626
3406;TRANBY;0626
3407;TRANBY;0626
3408;TRANBY;0626
3409;TRANBY;0626
3410;SYLLING;0626
3411;SYLLING;0626
3412;LIERSTRANDA;0626
3413;LIER;0626
3414;LIERSTRANDA;0626
3420;LIERSKOGEN;0626
3421;LIERSKOGEN;0626
3425;REISTAD;0626
3426;GULLAUG;0626
3427;GULLAUG;0626
3428;GULLAUG;0626
3430;SPIKKESTAD;0627
3431;SPIKKESTAD;0627
3440;RØYKEN;0627
3441;RØYKEN;0627
3442;HYGGEN;0627
3463;Røyse;0612
3470;SLEMMESTAD;0627
3471;SLEMMESTAD;0627
3472;BØDALEN;0627
3474;ÅROS;0627
3475;SÆTRE;0628
3476;SÆTRE;0628
3477;BÅTSTØ;0627
3478;NÆRSNES;0627
3479;NÆRSNES;0627
3480;FILTVET;0628
3481;TOFTE;0628
3482;TOFTE;0628
3483;KANA;0628
3484;HOLMSBU;0628
3490;KLOKKARSTUA;0628
3500;Hønefoss;0605
3501;HØNEFOSS;0605
3502;HØNEFOSS;0605
3503;HØNEFOSS;0605
3504;HØNEFOSS;0605
3506;Røyse;0612
3507;HØNEFOSS;0605
3510;HØNEFOSS;0605
3511;HØNEFOSS;0605
3512;HØNEFOSS;0605
3513;HØNEFOSS;0605
3514;HØNEFOSS;0605
3515;HØNEFOSS;0605
3516;HØNEFOSS;0605
3517;HØNEFOSS;0605
3518;HØNEFOSS;0605
3519;HØNEFOSS;0605
3520;JEVNAKER;0532
3521;JEVNAKER;0532
3522;BJONEROA;0534
3523;NES I ÅDAL;0605
3524;NES I ÅDAL;0605
3525;HALLINGBY;0605
3526;HALLINGBY;0605
3528;HEDALEN;0540
3529;RØYSE;0612
3530;RØYSE;0612
3531;KROKKLEIVA;0612
3533;TYRISTRAND;0605
3534;SOKNA;0605
3535;KRØDEREN;0622
3536;NORESUND;0622
3537;KRØDEREN;0622
3538;SOLLIHØGDA;0612
3539;FLÅ;0615
3540;NESBYEN;0616
3541;NESBYEN;0616
3544;TUNHOVD;0633
3550;GOL;0617
3551;GOL;0617
3560;HEMSEDAL;0618
3561;HEMSEDAL;0618
3570;ÅL;0619
3571;ÅL;0619
3575;HOL;0620
3576;HOL;0620
3577;HOVET;0620
3579;TORPO;0619
3580;GEILO;0620
3581;GEILO;0620
3588;DAGALI;0620
3593;USTAOSET;0620
3595;HAUGASTØL;0620
3600;Kongsberg;0604
3601;KONGSBERG;0604
3602;KONGSBERG;0604
3603;KONGSBERG;0604
3604;KONGSBERG;0604
3605;KONGSBERG;0604
3606;KONGSBERG;0604
3608;HEISTADMOEN;0604
3609;KONGSBERG;0604
3610;KONGSBERG;0604
3611;KONGSBERG;0604
3612;KONGSBERG;0604
3613;KONGSBERG;0604
3614;KONGSBERG;0604
3615;KONGSBERG;0604
3616;KONGSBERG;0604
3617;KONGSBERG;0604
3618;SKOLLENBORG;0604
3619;SKOLLENBORG;0604
3620;FLESBERG;0631
3621;LAMPELAND;0631
3622;SVENE;0631
3623;LAMPELAND;0631
3624;LYNGDAL I NUMEDAL;0631
3626;ROLLAG;0632
3627;VEGGLI;0632
3628;VEGGLI;0632
3629;NORE;0633
3630;RØDBERG;0633
3631;RØDBERG;0633
3632;UVDAL;0633
3646;HVITTINGFOSS;0604
3647;HVITTINGFOSS;0604
3648;PASSEBEKK;0604
3650;TINN AUSTBYGD;0826
3652;HOVIN I TELEMARK;0826
3656;ATRÅ;0826
3658;MILAND;0826
3660;RJUKAN;0826
3661;RJUKAN;0826
3665;SAULAND;0827
3666;TINN AUSTBYGD;0826
3670;Notodden;0807
3671;NOTODDEN;0807
3672;NOTODDEN;0807
3673;NOTODDEN;0807
3674;NOTODDEN;0807
3675;NOTODDEN;0807
3676;NOTODDEN;0807
3677;NOTODDEN;0807
3678;NOTODDEN;0807
3679;NOTODDEN;0807
3680;NOTODDEN;0807
3681;NOTODDEN;0807
3683;NOTODDEN;0807
3684;NOTODDEN;0807
3690;HJARTDAL;0827
3691;GRANSHERAD;0807
3692;SAULAND;0827
3697;TUDDAL;0827
3700;Skien;0806
3701;SKIEN;0806
3702;SKIEN;0806
3703;SKIEN;0806
3704;SKIEN;0806
3705;SKIEN;0806
3707;SKIEN;0806
3710;SKIEN;0806
3711;SKIEN;0806
3712;SKIEN;0806
3713;SKIEN;0806
3714;SKIEN;0806
3715;SKIEN;0806
3716;SKIEN;0806
3717;SKIEN;0806
3718;SKIEN;0806
3719;SKIEN;0806
3720;SKIEN;0806
3721;SKIEN;0806
3722;SKIEN;0806
3723;SKIEN;0806
3724;SKIEN;0806
3725;SKIEN;0806
3726;SKIEN;0806
3727;SKIEN;0806
3728;SKIEN;0806
3729;SKIEN;0806
3730;SKIEN;0806
3731;SKIEN;0806
3732;SKIEN;0806
3733;SKIEN;0806
3734;SKIEN;0806
3735;SKIEN;0806
3736;SKIEN;0806
3737;SKIEN;0806
3738;SKIEN;0806
3739;SKIEN;0806
3740;SKIEN;0806
3741;SKIEN;0806
3742;SKIEN;0806
3743;SKIEN;0806
3744;SKIEN;0806
3745;Ulefoss;0819
3746;SKIEN;0806
3747;SKIEN;0806
3748;SILJAN;0811
3749;SILJAN;0811
3750;DRANGEDAL;0817
3753;TØRDAL;0817
3760;NESLANDSVATN;0817
3766;SANNIDAL;0815
3768;Vadfoss;0815
3770;KRAGERØ;0815
3780;SKÅTØY;0815
3781;JOMFRULAND;0815
3783;KRAGERØ SKJÆRGÅRD;0815
3785;SKIEN;0806
3787;SKIEN;0806
3788;STABBESTAD;0815
3789;KRAGERØ;0815
3790;HELLE;0815
3791;KRAGERØ;0815
3792;SKIEN;0806
3793;SANNIDAL;0815
3794;HELLE;0815
3795;DRANGEDAL;0817
3796;SKIEN;0806
3798;SKIEN;0806
3799;SKIEN;0806
3800;BØ I TELEMARK;0821
3801;BØ I TELEMARK;0821
3802;BØ I TELEMARK;0821
3803;BØ I TELEMARK;0821
3804;BØ I TELEMARK;0821
3805;BØ I TELEMARK;0828
3810;GVARV;0822
3811;HØRTE;0822
3812;AKKERHAUGEN;0822
3820;NORDAGUTU;0822
3825;LUNDE;0819
3830;ULEFOSS;0819
3831;ULEFOSS;0819
3832;LUNDE;0819
3833;BØ I TELEMARK;0821
3834;GVARV;0822
3835;SELJORD;0828
3836;KVITESEID;0829
3840;SELJORD;0828
3841;FLATDAL;0828
3844;ÅMOTSDAL;0828
3848;MORGEDAL;0829
3849;VRÅLIOSEN;0829
3850;KVITESEID;0829
3853;VRÅDAL;0829
3854;NISSEDAL;0830
3855;TREUNGEN;0830
3864;RAULAND;0834
3870;FYRESDAL;0831
3880;DALEN;0833
3882;ÅMDALS VERK;0833
3883;TREUNGEN;0830
3884;RAULAND;0834
3885;FYRESDAL;0831
3886;DALEN;0833
3887;VINJE;0834
3888;EDLAND;0834
3890;VINJE;0834
3891;HØYDALSMO;0833
3893;VINJESVINGEN;0834
3895;EDLAND;0834
3900;Porsgrunn;0805
3901;PORSGRUNN;0805
3902;PORSGRUNN;0805
3903;PORSGRUNN;0805
3904;PORSGRUNN;0805
3905;PORSGRUNN;0805
3906;PORSGRUNN;0805
3908;Tollnes;0805
3910;PORSGRUNN;0805
3911;PORSGRUNN;0805
3912;PORSGRUNN;0805
3913;PORSGRUNN;0805
3914;PORSGRUNN;0805
3915;PORSGRUNN;0805
3916;PORSGRUNN;0805
3917;PORSGRUNN;0805
3918;PORSGRUNN;0805
3919;PORSGRUNN;0805
3920;PORSGRUNN;0805
3921;PORSGRUNN;0805
3922;PORSGRUNN;0805
3924;PORSGRUNN;0805
3925;PORSGRUNN;0805
3926;Porsgrunn;0805
3928;PORSGRUNN;0805
3929;PORSGRUNN;0805
3930;PORSGRUNN;0805
3931;PORSGRUNN;0805
3933;PORSGRUNN;0805
3936;PORSGRUNN;0805
3937;PORSGRUNN;0805
3939;PORSGRUNN;0805
3940;PORSGRUNN;0805
3941;PORSGRUNN;0805
3942;PORSGRUNN;0805
3943;PORSGRUNN;0805
3944;PORSGRUNN;0805
3946;PORSGRUNN;0805
3947;LANGANGEN;0805
3948;PORSGRUNN;0805
3949;PORSGRUNN;0805
3950;BREVIK;0805
3960;STATHELLE;0814
3961;STATHELLE;0814
3962;STATHELLE;0814
3965;HERRE;0814
3966;STATHELLE;0814
3967;STATHELLE;0814
3970;LANGESUND;0814
3990;Ødegardens Verk;0814
3991;BREVIK;0805
3993;LANGESUND;0814
3994;LANGESUND;0814
3995;STATHELLE;0814
3996;PORSGRUNN;0805
3997;PORSGRUNN;0805
3998;PORSGRUNN;0805
3999;HERRE;0814
4000;Stavanger;1103
4001;STAVANGER;1103
4002;STAVANGER;1103
4003;STAVANGER;1103
4004;STAVANGER;1103
4005;STAVANGER;1103
4006;STAVANGER;1103
4007;STAVANGER;1103
4008;STAVANGER;1103
4009;STAVANGER;1103
4010;STAVANGER;1103
4011;STAVANGER;1103
4012;STAVANGER;1103
4013;STAVANGER;1103
4014;STAVANGER;1103
4015;STAVANGER;1103
4016;STAVANGER;1103
4017;STAVANGER;1103
4018;STAVANGER;1103
4019;STAVANGER;1103
4020;STAVANGER;1103
4021;STAVANGER;1103
4022;STAVANGER;1103
4023;STAVANGER;1103
4024;STAVANGER;1103
4025;STAVANGER;1103
4026;STAVANGER;1103
4027;STAVANGER;1103
4028;STAVANGER;1103
4029;STAVANGER;1103
4031;STAVANGER;1103
4032;STAVANGER;1103
4033;STAVANGER;1103
4034;STAVANGER;1103
4035;STAVANGER;1103
4036;STAVANGER;1103
4040;Madlakrossen;1103
4041;HAFRSFJORD;1103
4042;HAFRSFJORD;1103
4043;HAFRSFJORD;1103
4044;HAFRSFJORD;1103
4045;HAFRSFJORD;1103
4046;HAFRSFJORD;1103
4047;HAFRSFJORD;1103
4048;HAFRSFJORD;1103
4049;HAFRSFJORD;1103
4050;SOLA;1124
4051;SOLA;1124
4052;RØYNEBERG;1124
4053;RÆGE;1124
4054;TJELTA;1124
4055;SOLA;1124
4056;TANANGER;1124
4057;TANANGER;1124
4058;TANANGER;1124
4059;RØYNEBERG;1124
4062;Klepp stasjon;1120
4064;STAVANGER;1103
4065;STAVANGER;1103
4066;STAVANGER;1103
4067;STAVANGER;1103
4068;STAVANGER;1103
4069;STAVANGER;1103
4070;RANDABERG;1127
4076;VASSØY;1103
